Jan 28 16:48:27.967 INFO Lighthouse started                      version: Lighthouse/v1.1.0-e4b6213
Jan 28 22:10:49.764 CRIT Couldn't connect to any eth1 node. Please ensure that you have an eth1 http server running locally on http://localhost:8545 or specify one or more (remote) endpoints using `--eth1-endpoints <COMMA-SEPARATED-SERVER-ADDRESSES>`. Also ensure that `eth` and `net` apis are enabled on the eth1 http server, warning: BLOCK PROPOSALS WILL FAIL WITHOUT VALID, SYNCED ETH1 CONNECTION, service: eth1_rpc
Jan 28 22:10:49.764 ERRO Failed to update eth1 cache             error: Failed to update Eth1 service: "All fallback errored: https://mainnet.infura.io/v3/819412e57b5943a6a12c0a335fe5f87b => EndpointError(NotReachable)", retry_millis: 7000, service: eth1_rpc
Jan 28 22:10:53.001 INFO Synced                                  slot: 420352, block: 0x90e4…9da5, epoch: 13136, finalized_epoch: 13134, finalized_root: 0xa1ed…6b92, peers: 55, service: slot_notifier
Jan 28 22:10:56.706 WARN Error connecting to eth1 node endpoint  action: trying fallbacks, endpoint: https://mainnet.infura.io/v3/819412e57b5943a6a12c0a335fe5f87b, service: eth1_rpc
Jan 28 22:10:56.706 CRIT Couldn't connect to any eth1 node. Please ensure that you have an eth1 http server running locally on http://localhost:8545 or specify one or more (remote) endpoints using `--eth1-endpoints <COMMA-SEPARATED-SERVER-ADDRESSES>`. Also ensure that `eth` and `net` apis are enabled on the eth1 http server, warning: BLOCK PROPOSALS WILL FAIL WITHOUT VALID, SYNCED ETH1 CONNECTION, service: eth1_rpc
Jan 28 22:10:56.706 ERRO Failed to update eth1 cache             error: Failed to update Eth1 service: "All fallback errored: https://mainnet.infura.io/v3/819412e57b5943a6a12c0a335fe5f87b => EndpointError(NotReachable)", retry_millis: 7000, service: eth1_rpc
Jan 28 22:11:00.048 INFO New block received                      hash: 0x41ed…01d3, slot: 420353
Jan 28 22:11:03.714 WARN Error connecting to eth1 node endpoint  action: trying fallbacks, endpoint: https://mainnet.infura.io/v3/819412e57b5943a6a12c0a335fe5f87b, service: eth1_rpc
Jan 28 22:11:03.714 CRIT Couldn't connect to any eth1 node. Please ensure that you have an eth1 http server running locally on http://localhost:8545 or specify one or more (remote) endpoints using `--eth1-endpoints <COMMA-SEPARATED-SERVER-ADDRESSES>`. Also ensure that `eth` and `net` apis are enabled on the eth1 http server, warning: BLOCK PROPOSALS WILL FAIL WITHOUT VALID, SYNCED ETH1 CONNECTION, service: eth1_rpc
Jan 28 22:11:03.714 ERRO Failed to update eth1 cache             error: Failed to update Eth1 service: "All fallback errored: https://mainnet.infura.io/v3/819412e57b5943a6a12c0a335fe5f87b => EndpointError(NotReachable)", retry_millis: 7000, service: eth1_rpc
Jan 28 22:11:05.001 INFO Synced                                  slot: 420353, block: 0x41ed…01d3, epoch: 13136, finalized_epoch: 13134, finalized_root: 0xa1ed…6b92, peers: 51, service: slot_notifier
Jan 28 22:11:10.778 WARN Error connecting to eth1 node endpoint  action: trying fallbacks, endpoint: https://mainnet.infura.io/v3/819412e57b5943a6a12c0a335fe5f87b, service: eth1_rpc
Jan 28 22:11:10.778 CRIT Couldn't connect to any eth1 node. Please ensure that you have an eth1 http server running locally on http://localhost:8545 or specify one or more (remote) endpoints using `--eth1-endpoints <COMMA-SEPARATED-SERVER-ADDRESSES>`. Also ensure that `eth` and `net` apis are enabled on the eth1 http server, warning: BLOCK PROPOSALS WILL FAIL WITHOUT VALID, SYNCED ETH1 CONNECTION, service: eth1_rpc
Jan 28 22:11:10.778 ERRO Failed to update eth1 cache             error: Failed to update Eth1 service: "All fallback errored: https://mainnet.infura.io/v3/819412e57b5943a6a12c0a335fe5f87b => EndpointError(NotReachable)", retry_millis: 7000, service: eth1_rpc
Jan 28 22:11:11.799 INFO New block received                      hash: 0xab55…a518, slot: 420354
Jan 28 22:11:17.000 INFO Synced                                  slot: 420354, block: 0xab55…a518, epoch: 13136, finalized_epoch: 13134, finalized_root: 0xa1ed…6b92, peers: 52, service: slot_notifier
Jan 28 22:11:17.777 WARN Error connecting to eth1 node endpoint  action: trying fallbacks, endpoint: https://mainnet.infura.io/v3/819412e57b5943a6a12c0a335fe5f87b, service: eth1_rpc
Jan 28 22:11:17.777 CRIT Couldn't connect to any eth1 node. Please ensure that you have an eth1 http server running locally on http://localhost:8545 or specify one or more (remote) endpoints using `--eth1-endpoints <COMMA-SEPARATED-SERVER-ADDRESSES>`. Also ensure that `eth` and `net` apis are enabled on the eth1 http server, warning: BLOCK PROPOSALS WILL FAIL WITHOUT VALID, SYNCED ETH1 CONNECTION, service: eth1_rpc
Jan 28 22:11:17.777 ERRO Failed to update eth1 cache             error: Failed to update Eth1 service: "All fallback errored: https://mainnet.infura.io/v3/819412e57b5943a6a12c0a335fe5f87b => EndpointError(NotReachable)", retry_millis: 7000, service: eth1_rpc
Jan 28 22:11:23.359 INFO New block received                      hash: 0x3121…3475, slot: 420355
Jan 28 22:11:24.742 WARN Error connecting to eth1 node endpoint  action: trying fallbacks, endpoint: https://mainnet.infura.io/v3/819412e57b5943a6a12c0a335fe5f87b, service: eth1_rpc
Jan 28 22:11:24.742 CRIT Couldn't connect to any eth1 node. Please ensure that you have an eth1 http server running locally on http://localhost:8545 or specify one or more (remote) endpoints using `--eth1-endpoints <COMMA-SEPARATED-SERVER-ADDRESSES>`. Also ensure that `eth` and `net` apis are enabled on the eth1 http server, warning: BLOCK PROPOSALS WILL FAIL WITHOUT VALID, SYNCED ETH1 CONNECTION, service: eth1_rpc
Jan 28 22:11:24.742 ERRO Failed to update eth1 cache             error: Failed to update Eth1 service: "All fallback errored: https://mainnet.infura.io/v3/819412e57b5943a6a12c0a335fe5f87b => EndpointError(NotReachable)", retry_millis: 7000, service: eth1_rpc
Jan 28 22:11:29.001 INFO Synced                                  slot: 420355, block: 0x3121…3475, epoch: 13136, finalized_epoch: 13134, finalized_root: 0xa1ed…6b92, peers: 52, service: slot_notifier
Jan 28 22:11:31.794 WARN Error connecting to eth1 node endpoint  action: trying fallbacks, endpoint: https://mainnet.infura.io/v3/819412e57b5943a6a12c0a335fe5f87b, service: eth1_rpc
Jan 28 22:11:31.794 CRIT Couldn't connect to any eth1 node. Please ensure that you have an eth1 http server running locally on http://localhost:8545 or specify one or more (remote) endpoints using `--eth1-endpoints <COMMA-SEPARATED-SERVER-ADDRESSES>`. Also ensure that `eth` and `net` apis are enabled on the eth1 http server, warning: BLOCK PROPOSALS WILL FAIL WITHOUT VALID, SYNCED ETH1 CONNECTION, service: eth1_rpc
Jan 28 22:11:31.794 ERRO Failed to update eth1 cache             error: Failed to update Eth1 service: "All fallback errored: https://mainnet.infura.io/v3/819412e57b5943a6a12c0a335fe5f87b => EndpointError(NotReachable)", retry_millis: 7000, service: eth1_rpc
Jan 28 22:11:35.411 INFO New block received                      hash: 0x0801…bed9, slot: 420356
Jan 28 22:11:38.798 WARN Error connecting to eth1 node endpoint  action: trying fallbacks, endpoint: https://mainnet.infura.io/v3/819412e57b5943a6a12c0a335fe5f87b, service: eth1_rpc
Jan 28 22:11:38.798 CRIT Couldn't connect to any eth1 node. Please ensure that you have an eth1 http server running locally on http://localhost:8545 or specify one or more (remote) endpoints using `--eth1-endpoints <COMMA-SEPARATED-SERVER-ADDRESSES>`. Also ensure that `eth` and `net` apis are enabled on the eth1 http server, warning: BLOCK PROPOSALS WILL FAIL WITHOUT VALID, SYNCED ETH1 CONNECTION, service: eth1_rpc
Jan 28 22:11:38.798 ERRO Failed to update eth1 cache             error: Failed to update Eth1 service: "All fallback errored: https://mainnet.infura.io/v3/819412e57b5943a6a12c0a335fe5f87b => EndpointError(NotReachable)", retry_millis: 7000, service: eth1_rpc
Jan 28 22:11:41.001 INFO Synced                                  slot: 420356, block: 0x0801…bed9, epoch: 13136, finalized_epoch: 13134, finalized_root: 0xa1ed…6b92, peers: 52, service: slot_notifier
Jan 28 22:11:46.980 ERRO Failed to update eth1 cache             error: Failed to update Eth1 service: "All fallback errored: https://mainnet.infura.io/v3/819412e57b5943a6a12c0a335fe5f87b => BlockDownloadFailed(\"Response HTTP status was not 200 OK:  429 Too Many Requests.\")", retry_millis: 7000, service: eth1_rpc
Jan 28 22:11:47.351 INFO New block received                      hash: 0xa0ce…5c08, slot: 420357
Jan 28 22:11:53.001 INFO Synced                                  slot: 420357, block: 0xa0ce…5c08, epoch: 13136, finalized_epoch: 13134, finalized_root: 0xa1ed…6b92, peers: 54, service: slot_notifier
Jan 28 22:11:53.999 ERRO Failed to update eth1 cache             error: Failed to update Eth1 service: "All fallback errored: https://mainnet.infura.io/v3/819412e57b5943a6a12c0a335fe5f87b => BlockDownloadFailed(\"Response HTTP status was not 200 OK:  429 Too Many Requests.\")", retry_millis: 7000, service: eth1_rpc
Jan 28 22:11:59.813 INFO New block received                      hash: 0x791d…8aad, slot: 420358
Jan 28 22:12:01.022 ERRO Failed to update eth1 cache             error: Failed to update Eth1 service: "All fallback errored: https://mainnet.infura.io/v3/819412e57b5943a6a12c0a335fe5f87b => BlockDownloadFailed(\"Response HTTP status was not 200 OK:  429 Too Many Requests.\")", retry_millis: 7000, service: eth1_rpc
Jan 28 22:12:05.001 INFO Synced                                  slot: 420358, block: 0x791d…8aad, epoch: 13136, finalized_epoch: 13134, finalized_root: 0xa1ed…6b92, peers: 50, service: slot_notifier
Jan 28 22:12:08.652 ERRO Failed to update eth1 cache             error: Failed to update eth1 block cache: "All fallback errored: https://mainnet.infura.io/v3/819412e57b5943a6a12c0a335fe5f87b => BlockDownloadFailed(\"Response HTTP status was not 200 OK:  429 Too Many Requests.\")", retry_millis: 7000, service: eth1_rpc
Jan 28 22:12:11.490 INFO New block received                      hash: 0xcc80…e4a7, slot: 420359
Jan 28 22:12:13.718 WARN Error connecting to eth1 node endpoint  action: trying fallbacks, endpoint: https://mainnet.infura.io/v3/819412e57b5943a6a12c0a335fe5f87b, service: eth1_rpc
Jan 28 22:12:13.719 CRIT Couldn't connect to any eth1 node. Please ensure that you have an eth1 http server running locally on http://localhost:8545 or specify one or more (remote) endpoints using `--eth1-endpoints <COMMA-SEPARATED-SERVER-ADDRESSES>`. Also ensure that `eth` and `net` apis are enabled on the eth1 http server, warning: BLOCK PROPOSALS WILL FAIL WITHOUT VALID, SYNCED ETH1 CONNECTION, service: eth1_rpc
Jan 28 22:12:13.719 ERRO Failed to update eth1 cache             error: Failed to update Eth1 service: "All fallback errored: https://mainnet.infura.io/v3/819412e57b5943a6a12c0a335fe5f87b => EndpointError(NotReachable)", retry_millis: 7000, service: eth1_rpc
Jan 28 22:12:17.001 INFO Synced                                  slot: 420359, block: 0xcc80…e4a7, epoch: 13136, finalized_epoch: 13134, finalized_root: 0xa1ed…6b92, peers: 50, service: slot_notifier
Jan 28 22:12:21.987 ERRO Failed to update eth1 cache             error: Failed to update Eth1 service: "All fallback errored: https://mainnet.infura.io/v3/819412e57b5943a6a12c0a335fe5f87b => BlockDownloadFailed(\"Response HTTP status was not 200 OK:  429 Too Many Requests.\")", retry_millis: 7000, service: eth1_rpc
Jan 28 22:12:23.380 INFO New block received                      hash: 0x5e28…5495, slot: 420360
Jan 28 22:12:29.001 INFO Synced                                  slot: 420360, block: 0x5e28…5495, epoch: 13136, finalized_epoch: 13134, finalized_root: 0xa1ed…6b92, peers: 53, service: slot_notifier
Jan 28 22:12:29.629 ERRO Failed to update eth1 cache             error: Failed to update eth1 block cache: "All fallback errored: https://mainnet.infura.io/v3/819412e57b5943a6a12c0a335fe5f87b => BlockDownloadFailed(\"Response HTTP status was not 200 OK:  429 Too Many Requests.\")", retry_millis: 7000, service: eth1_rpc
Jan 28 22:12:35.408 INFO New block received                      hash: 0x534e…1796, slot: 420361
Jan 28 22:12:36.071 ERRO Failed to update eth1 cache             error: Failed to update Eth1 service: "All fallback errored: https://mainnet.infura.io/v3/819412e57b5943a6a12c0a335fe5f87b => BlockDownloadFailed(\"Response HTTP status was not 200 OK:  429 Too Many Requests.\")", retry_millis: 7000, service: eth1_rpc
Jan 28 22:12:41.001 INFO Synced                                  slot: 420361, block: 0x534e…1796, epoch: 13136, finalized_epoch: 13134, finalized_root: 0xa1ed…6b92, peers: 52, service: slot_notifier
Jan 28 22:12:42.418 WARN Error connecting to eth1 node endpoint  action: trying fallbacks, endpoint: https://mainnet.infura.io/v3/819412e57b5943a6a12c0a335fe5f87b, service: eth1_rpc
Jan 28 22:12:42.418 CRIT Couldn't connect to any eth1 node. Please ensure that you have an eth1 http server running locally on http://localhost:8545 or specify one or more (remote) endpoints using `--eth1-endpoints <COMMA-SEPARATED-SERVER-ADDRESSES>`. Also ensure that `eth` and `net` apis are enabled on the eth1 http server, warning: BLOCK PROPOSALS WILL FAIL WITHOUT VALID, SYNCED ETH1 CONNECTION, service: eth1_rpc
Jan 28 22:12:42.418 ERRO Failed to update eth1 cache             error: Failed to update Eth1 service: "All fallback errored: https://mainnet.infura.io/v3/819412e57b5943a6a12c0a335fe5f87b => EndpointError(NotReachable)", retry_millis: 7000, service: eth1_rpc
Jan 28 22:12:48.787 WARN Error connecting to eth1 node endpoint  action: trying fallbacks, endpoint: https://mainnet.infura.io/v3/819412e57b5943a6a12c0a335fe5f87b, service: eth1_rpc
Jan 28 22:12:48.787 CRIT Couldn't connect to any eth1 node. Please ensure that you have an eth1 http server running locally on http://localhost:8545 or specify one or more (remote) endpoints using `--eth1-endpoints <COMMA-SEPARATED-SERVER-ADDRESSES>`. Also ensure that `eth` and `net` apis are enabled on the eth1 http server, warning: BLOCK PROPOSALS WILL FAIL WITHOUT VALID, SYNCED ETH1 CONNECTION, service: eth1_rpc
Jan 28 22:12:48.787 ERRO Failed to update eth1 cache             error: Failed to update Eth1 service: "All fallback errored: https://mainnet.infura.io/v3/819412e57b5943a6a12c0a335fe5f87b => EndpointError(NotReachable)", retry_millis: 7000, service: eth1_rpc
Jan 28 22:12:50.792 INFO New block received                      hash: 0x83fa…af96, slot: 420362
Jan 28 22:12:53.001 INFO Synced                                  slot: 420362, block: 0x83fa…af96, epoch: 13136, finalized_epoch: 13134, finalized_root: 0xa1ed…6b92, peers: 53, service: slot_notifier
Jan 28 22:12:55.798 WARN Error connecting to eth1 node endpoint  action: trying fallbacks, endpoint: https://mainnet.infura.io/v3/819412e57b5943a6a12c0a335fe5f87b, service: eth1_rpc
Jan 28 22:12:55.798 CRIT Couldn't connect to any eth1 node. Please ensure that you have an eth1 http server running locally on http://localhost:8545 or specify one or more (remote) endpoints using `--eth1-endpoints <COMMA-SEPARATED-SERVER-ADDRESSES>`. Also ensure that `eth` and `net` apis are enabled on the eth1 http server, warning: BLOCK PROPOSALS WILL FAIL WITHOUT VALID, SYNCED ETH1 CONNECTION, service: eth1_rpc
Jan 28 22:12:55.798 ERRO Failed to update eth1 cache             error: Failed to update Eth1 service: "All fallback errored: https://mainnet.infura.io/v3/819412e57b5943a6a12c0a335fe5f87b => EndpointError(NotReachable)", retry_millis: 7000, service: eth1_rpc
Jan 28 22:12:59.858 INFO New block received                      hash: 0x657d…d2d7, slot: 420363
Jan 28 22:13:05.000 INFO Synced                                  slot: 420363, block: 0x657d…d2d7, epoch: 13136, finalized_epoch: 13134, finalized_root: 0xa1ed…6b92, peers: 50, service: slot_notifier
Jan 28 22:13:10.988 INFO New block received                      hash: 0x4f19…6082, slot: 420364
Jan 28 22:13:11.102 ERRO Failed to update eth1 cache             error: Failed to update eth1 block cache: "All fallback errored: https://mainnet.infura.io/v3/819412e57b5943a6a12c0a335fe5f87b => BlockDownloadFailed(\"Response HTTP status was not 200 OK:  429 Too Many Requests.\")", retry_millis: 7000, service: eth1_rpc
